Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,General Surgery,Gallbladder Surgery,"Jad, Ahmed",,,,,126,210,92,213
3month_rolling,,Cataract Surgery,,Zone 1,Soldiers Memorial,2024,3,90,108,27,73
12month_rolling,Orthopaedic,Foot - Arthrodesis,"Morash, Joel",,,,,234,956,127,222
2023_q3,,Gallbladder Surgery,,Zone 4,Dartmouth General,2023,3,137,242,94,220
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Cohen, Elissa",,,,,52,154,47,78
12month_rolling,General Surgery,All,"Smith, Victoria",,,,,27,65,26,84
2023_q4,,Dental Extractions and Restorations  (Adult),,Zone 1,South Shore Regional,2023,4,,,98,237
2022_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2022,4,,,71,127
2022_q3,,Female Incontinence Surgery,,Total,Provincial,2022,3,119,659,228,351
12month_rolling,,Gastrointestinal Tract Surgery,,Zone 4,Hants Community Hospital,2024,3,144,521,47,131
2023_q2,,Hernia Repair - Laparoscopic Incisional,,Total,Provincial,2023,2,59,174,84,414
2023_q2,,Strabismus Surgery  (Pediatric),,Total,Provincial,2023,2,110,230,210,347
12month_rolling,,Male Reproductive System Surgery,,Zone 1,South Shore Regional,2024,3,,,65,73
12month_rolling,Urology,Prostate Surgery - Laparoscopic,"Kokorovic, Andrea",,,,,23,49,55,162
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2024,3,,,32,191
2024_q2,,Hand / Upper Extremity,,Zone 4,QE2,2024,2,134,715,107,820
2022_q3,,Shoulder Arthroscopy,,Zone 3,Cape Breton Regional,2022,3,61,171,145,220
2023_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,IWK,IWK,2023,3,152,183,100,238
2023_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 1,Valley Regional,2023,4,,,57,139
12month_rolling,Oral Maxillofacial,All,"Chiarot, Marco",,,,,91,435,104,251
12month_rolling,General Surgery,Hernia Repair  (Adult),"Joy, Edward",,,,,49,68,81,137
12month_rolling,,Orthopaedic Trauma,,Zone 3,St. Martha's Regional,2024,3,9,21,3,6
2024_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2024,3,56,122,264,410
2024_q2,,Video-Assisted Thoracic Surgery,,Total,Provincial,2024,2,25,72,30,62
2024_q2,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2024,2,,,114,149
2022_q4,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2022,4,37,393,59,358
2023_q3,,Gallbladder Surgery,,Zone 4,Hants Community Hospital,2023,3,116,216,68,169
2024_q3,,Cardioversion,,Total,Provincial,2024,3,,,14,19
2023_q2,,Hernia Repair - Inguinal/Femoral,,Zone 4,Hants Community Hospital,2023,2,118,211,40,130
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 2,Cumberland Regional,2024,3,10,28,24,89
2024_q2,,Shoulder Arthroscopy,,Total,Provincial,2024,2,77,346,154,354
2024_q2,,Kidney Stone Surgery,,Zone 1,Valley Regional,2024,2,,,46,112
2022_q3,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2022,3,211,370,,
2024_q2,,Tubal Ligation,,Total,Provincial,2024,2,258,576,78,222
12month_rolling,Dental,All,"MacDonald, Hannah",,,,,189,341,89,329
12month_rolling,General Surgery,Breast Cancer Surgery,"Faryniuk, Andrea Marie",,,,,11,28,28,39
12month_rolling,General Surgery,Hemorrhoidectomy,"Hossain, Farisa",,,,,20,345,86,184
12month_rolling,Urology,All,"Mason, Ross",,,,,33,104,111,249
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Johnson, Paul M",,,,,35,158,65,548
2022_q3,,Shoulder Arthroplasty,,Zone 1,Valley Regional,2022,3,,,700,838
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Massoud, Emad A",,,,,40,108,96,257
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Joshi, Changulanda",,,,,85,303,160,387
2022_q4,,Septoplasty,,Zone 3,St. Martha's Regional,2022,4,42,62,75,235
12month_rolling,,Thoroscopy / Pleuroscopy,,Zone 4,QE2,2024,3,9,22,14,30
2023_q4,,Tubal Ligation,,Total,Provincial,2023,4,96,305,,
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Taylor, Benjamin A",,,,,71,405,81,160
2023_q4,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2023,4,,,61,180
2024_q2,,Brain Surgery  (Pediatric),,Total,Provincial,2024,2,,,63,142
2023_q4,,Tendon / Ligament Repair,,Zone 4,QE2,2023,4,339,619,77,510
12month_rolling,Orthopaedic,Hip Replacement,"McNeil, Daniel",,,,,77,188,175,240
2024_q1,,Knee Scope,,Zone 4,QE2,2024,1,52,562,114,220
2022_q3,,Knee Replacement,,Zone 3,Cape Breton Regional,2022,3,104,140,187,417
3month_rolling,,Back Surgery  (Pediatric),,IWK,IWK,2024,3,,,359,741
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Joshi, Changulanda",,,,,59,504,34,114
2023_q3,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2023,3,80,315,99,170
12month_rolling,Cardiac Surgery,Cardiac Valve Replacement,"Hirsch, Gregory M",,,,,,,53,113
2022_q4,,Coronary Artery Bypass Graft,,Total,Provincial,2022,4,,,9,95
2023_q2,,Septoplasty,,Zone 4,Hants Community Hospital,2023,2,63,874,128,1297
2022_q3,,Foot - Arthrodesis,,Zone 4,QE2,2022,3,262,290,657,1145
2024_q1,,Ear Tubes  (Pediatric),,Zone 3,St. Martha's Regional,2024,1,77,156,55,124
12month_rolling,,Endarterectomy,,Zone 4,QE2,2024,3,16,147,22,115
2022_q3,,Gastrointestinal Tract Surgery,,IWK,IWK,2022,3,,,59,211
2022_q3,,Cardiac Valve Replacement,,Zone 4,QE2,2022,3,,,46,139
2023_q3,,Male Circumcision  (Adult),,Zone 2,Colchester East Hants Health Centre,2023,3,99,520,,
2023_q2,,Prostate Surgery - Laparoscopic,,Zone 4,QE2,2023,2,27,55,129,191
12month_rolling,Ophthalmology,All,"Shuba, Lesya",,,,,243,480,50,114
2024_q2,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2024,2,40,65,47,98
12month_rolling,Plastic Surgery,Tendon / Ligament Repair,"Singh, Ashvir",,,,,33,86,20,113
12month_rolling,,Liver Surgery,,Zone 4,QE2,2024,3,15,39,22,76
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Yarmouth Regional,2024,3,114,302,41,89
2022_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2022,3,,,56,63
3month_rolling,,Bowel Resection,,Total,Provincial,2024,3,18,175,30,92
2024_q3,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2024,3,42,84,71,255
2023_q3,,Hysterectomy  (Cancer Suspected or Proven),,Total,Provincial,2023,3,15,59,47,80
2023_q3,,Breast Cancer Surgery,,Zone 2,Aberdeen Hospital,2023,3,7,21,19,45
2023_q3,,Carotid Endarterectomy,,Total,Provincial,2023,3,,,14,33
2023_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2023,1,18,56,34,128
2022_q3,,Pacemaker Insertion,,Total,Provincial,2022,3,19,30,24,52
2022_q4,,Pelvic Floor Repair,,IWK,IWK,2022,4,202,667,101,155
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"Legay, Douglas A",,,,,76,121,73,202
2024_q3,,Male Circumcision  (Adult),,Zone 4,QE2,2024,3,,,98,151
2022_q4,,Hernia Repair  (Pediatric),,Total,Provincial,2022,4,47,104,61,147
2023_q3,,Prostate Surgery,,Total,Provincial,2023,3,46,180,114,377
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Azer, Nermine",,,,,49,91,44,109
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"MacDonald, Blair",,,,,46,159,52,85
12month_rolling,General Surgery,Hernia Repair  (Pediatric),"Davies, Dafydd Alexander",,,,,121,200,141,365
2024_q3,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2024,3,7,32,19,39
2024_q3,,Shoulder Surgery,,Zone 1,Valley Regional,2024,3,264,403,189,337
2022_q4,,Vitreoretinal Diseases,,Zone 4,QE2,2022,4,26,124,17,95
2023_q4,,Lymph Node Biopsy,,Zone 4,QE2,2023,4,11,23,34,49
12month_rolling,General Surgery,Gallbladder Surgery,"Smith, Victoria",,,,,38,126,39,75
2023_q1,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2023,1,24,98,52,126
2024_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2024,2,16,112,34,99
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"MacLellan, Erin",,,,,54,113,95,336
12month_rolling,General Surgery,Hernia Repair  (Adult),"Murdoch, John L",,,,,228,338,43,162
12month_rolling,General Surgery,All,"Livingstone, Scott",,,,,22,64,19,79
12month_rolling,General Surgery,Lymph Node Biopsy,"Murphy, Christopher",,,,,8,36,21,56
2022_q3,,Shoulder Arthroscopy,,Zone 1,Valley Regional,2022,3,48,157,250,1051
2023_q3,,Dental Extractions and Restorations  (Adult),,IWK,IWK,2023,3,,,520,745
2023_q4,,Hip Replacement,,Total,Provincial,2023,4,182,484,132,545
2023_q3,,Esophagectomy / Esophageal Surgery,,Zone 4,QE2,2023,3,35,87,21,106
12month_rolling,Cardiac Surgery,All,"Horne, David",,,,,3,5,30,120
2022_q3,,Bladder Cancer Surgery,,Zone 1,South Shore Regional,2022,3,,,49,197
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Suspected or Proven),"Hudgins, Sarah",,,,,13,135,63,85
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Clague, Nicholas Paul",,,,,101,336,89,144
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"MacDonald, Andrea",,,,,78,78,68,171
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Mills, Jessica Louise",,,,,92,108,100,396
2023_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2023,3,,,83,107
2023_q2,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2023,2,7,27,18,27
12month_rolling,Vascular Surgery,All,"Smith, Matthew",,,,,14,20,29,79
2024_q3,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2024,3,52,99,41,97
12month_rolling,General Surgery,Gallbladder Surgery,"Joy, Edward",,,,,49,56,44,133
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"MacDonald, Andrea",,,,,18,43,43,66
3month_rolling,,Endometrial Ablation,,Zone 2,Aberdeen Hospital,2024,3,58,588,33,75
12month_rolling,General Surgery,Nissen Fundoplication - Laparoscopic,"Hoogerboord, C Marius",,,,,242,1142,258,504
2024_q2,,Hip Arthroscopy,,Zone 4,QE2,2024,2,,,337,654
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Wallace, Timothy D",,,,,73,263,52,81
12month_rolling,General Surgery,Hernia Repair - Umbilical,"McGibney, Kieron",,,,,69,85,69,241
2023_q1,,Kidney Removal,,Zone 1,Valley Regional,2023,1,,,53,125
3month_rolling,,Hernia Repair - Incisional,,Zone 4,QE2,2024,3,182,377,153,338
2024_q3,,Carpal Tunnel Surgery,,Zone 4,Hants Community Hospital,2024,3,,,27,41
2022_q4,,Laryngology and Vocal Cord Surgery,,Total,Provincial,2022,4,38,335,53,228
2023_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2023,4,17,42,112,192
12month_rolling,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 3,Inverness Consolidated Memorial,2024,3,21,69,64,122
2024_q3,,Knee Replacement,,Zone 2,Aberdeen Hospital,2024,3,72,429,109,274
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Stairs, Jocelyn",,,,,133,390,276,350
12month_rolling,Urology,Kidney Removal,"Himmelman, Jeffrey George",,,,,,,40,72
2022_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2022,4,137,405,84,249
2022_q3,,Amputations,,Total,Provincial,2022,3,18,482,26,141
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Murphy, Christopher",,,,,10,66,46,116
2023_q3,,Bowel Resection,,Zone 3,St. Martha's Regional,2023,3,,,26,41
12month_rolling,Orthopaedic,All,"Brien, Donald M",,,,,183,366,161,284
2023_q4,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2023,4,85,165,142,445
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"McPherson, John",,,,,97,243,112,296
2022_q4,,Male Circumcision  (Adult),,Zone 4,Hants Community Hospital,2022,4,,,68,167
12month_rolling,General Surgery,Bowel Resection,"Neumann, Katerina",,,,,57,330,45,131
12month_rolling,Thoracic Surgery,Video-Assisted Thoracic Surgery,"Ednie, Alexander",,,,,31,62,42,83
12month_rolling,Urology,Kidney Removal,"Paterson, Nicholas",,,,,15,21,43,75
2022_q4,,Cystoscopy,,Zone 3,Cape Breton Regional,2022,4,20,172,28,209
12month_rolling,,Hernia Repair - Laparoscopic Umbilical,,Zone 4,Hants Community Hospital,2024,3,322,568,139,259
2023_q2,,Bladder Cancer Surgery,,Zone 1,Yarmouth Regional,2023,2,,,51,272
12month_rolling,General Surgery,Peritoneal Lavage or Catherization,"King, Jenelle",,,,,3,6,5,7
2024_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2024,3,,,32,67
2023_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Valley Regional,2023,3,226,629,278,556
2023_q1,,Knee Replacement,,Zone 2,Aberdeen Hospital,2023,1,163,239,127,609
2022_q3,,AV Fistula Creation/Closure,,Zone 4,QE2,2022,3,,,24,179
12month_rolling,Thoracic Surgery,Video-Assisted Thoracic Surgery,"Wallace, Alison",,,,,36,69,29,70
12month_rolling,Cardiac Surgery,Cardiac Valve Replacement,"Tremblay, Louis Philippe",,,,,,,22,52
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Johnson, Paul M",,,,,29,46,31,228
2024_q1,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2024,1,,,55,77
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Yaffe, Paul",,,,,108,334,120,273
3month_rolling,,Carpal Tunnel Surgery,,Zone 3,Inverness Consolidated Memorial,2024,3,,,63,105
2023_q2,,Craniotomy or Craniectomy,,Total,Provincial,2023,2,,,89,442
2024_q1,,Orthopaedic Trauma,,Total,Provincial,2024,1,29,350,38,145
12month_rolling,Obstetrics/Gynaecology,All,"Cohen, Elissa",,,,,65,162,45,96
2023_q1,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2023,1,,,33,107
2023_q3,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Martha's Regional,2023,3,,,69,145
12month_rolling,,Tendon / Ligament Repair,,IWK,IWK,2024,3,71,139,94,384
2024_q1,,Male Reproductive System Surgery,,IWK,IWK,2024,1,,,114,584
2024_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2024,2,42,76,84,181
12month_rolling,,Head and Neck Surgery,,Total,Provincial,2024,3,19,112,36,246
2023_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2023,4,123,214,103,191
2022_q3,,Hand / Upper Extremity,,Zone 4,QE2,2022,3,221,812,57,153
2023_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2023,4,60,152,106,201
2023_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2023,2,,,85,139
12month_rolling,Otolaryngology (ENT),Tonsillectomy and/or Adenoidectomy  (Pediatric),"Brodarec, Ivan",,,,,140,256,82,112
12month_rolling,,Lacrimal Duct Probing,,IWK,IWK,2024,3,112,237,113,322
2023_q3,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2023,3,27,56,43,108
12month_rolling,Ophthalmology,Cataract Surgery,"Rogers, Jamie",,,,,146,290,68,115
2023_q3,,Dental Extractions and Restorations  (Pediatric),,Zone 2,Cumberland Regional,2023,3,30,109,64,112
2022_q3,,Kidney Stone Surgery,,Zone 1,Valley Regional,2022,3,,,45,97
2024_q1,,Cornea and External Disease,,Zone 4,QE2,2024,1,93,210,185,452
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Joy, Edward",,,,,25,254,18,32
12month_rolling,Neurosurgery,All,"Weise, Lutz",,,,,84,474,80,213
12month_rolling,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2024,3,131,364,50,106
12month_rolling,Obstetrics/Gynaecology,All,"Cockwell, Heather",,,,,189,454,116,303
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Murphy, Christopher",,,,,24,70,60,195
2022_q4,,Hernia Repair  (Adult),,Total,Provincial,2022,4,57,391,80,291
12month_rolling,Urology,Bladder Surgery,"Miller, M Dale",,,,,16,157,52,78
2022_q4,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2022,4,15,67,29,61
2023_q1,,Knee Scope,,Zone 4,Dartmouth General,2023,1,80,566,125,253
12month_rolling,,Sternotomy / Thoracotomy,,IWK,IWK,2024,3,,,22,85
2022_q3,,Brain Surgery  (Pediatric),,Total,Provincial,2022,3,,,71,92
2022_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2022,3,69,197,117,360
2024_q3,,Prostate Surgery,,Total,Provincial,2024,3,40,159,98,324
12month_rolling,,Nerve or Brain Stimulation,,Total,Provincial,2024,3,20,210,50,186
3month_rolling,,Brain Surgery  (Pediatric),,IWK,IWK,2024,3,,,72,123
2023_q2,,Bladder Cancer Surgery,,Zone 3,Northside General,2023,2,,,22,67
12month_rolling,Ophthalmology,All,"Mishra, Amit",,,,,6,56,4,19
12month_rolling,Ophthalmology,All,"Kapasi, Mustafa",,,,,80,147,43,90
2023_q4,,Vitreoretinal Diseases,,Zone 4,QE2,2023,4,29,179,15,78
12month_rolling,,Hernia Repair - Umbilical,,Zone 3,Inverness Consolidated Memorial,2024,3,108,530,58,401
2023_q3,,Tendon / Ligament Repair,,Total,Provincial,2023,3,79,352,88,250
12month_rolling,Vascular Surgery,All,"Al-Mubarak, Husain Adel",,,,,2,3,23,34
2023_q4,,Insertion Vascular Access Catheter,,IWK,IWK,2023,4,,,9,203
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Murray, Angus",,,,,146,867,463,477
2024_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2024,2,,,22,116
3month_rolling,,Knee Replacement Revision,,Zone 4,QE2,2024,3,165,249,89,144
12month_rolling,Ophthalmology,All,"O'Brien, Daniel Michael",,,,,66,276,15,74
2024_q3,,Hernia Repair - Umbilical,,Zone 1,Valley Regional,2024,3,144,453,90,351
2024_q3,,Kidney Stone Surgery,,Zone 4,QE2,2024,3,38,69,47,138
12month_rolling,Ophthalmology,All,"Nicolela, Marcelo",,,,,55,118,37,184
2024_q1,,Shoulder Arthroscopy,,Total,Provincial,2024,1,76,350,152,340
12month_rolling,Urology,Cystoscopy,"Massaro, Peter",,,,,20,67,57,438
2024_q2,,Aneurysm Repair,,Zone 4,QE2,2024,2,12,69,65,156
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Kelly, Ryan Patrick",,,,,40,243,102,234
3month_rolling,,Hernia Repair - Incisional,,Total,Provincial,2024,3,94,598,94,243
2023_q1,,Colorectal Cancer Surgery,,Zone 1,South Shore Regional,2023,1,18,41,25,54
2024_q3,,Breast Cancer Surgery,,Zone 1,Valley Regional,2024,3,18,42,32,51
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Pediatric),"Doucet, Jean-Charles",,,,,44,77,118,416
2023_q2,,Breast Reduction Surgery,,Total,Provincial,2023,2,63,1220,98,432
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Knapp, Gregory",,,,,13,33,40,64
2022_q4,,Sacral Nerve Stimulation,,Total,Provincial,2022,4,,,158,205
12month_rolling,,Ankle - Arthroscopy,,Total,Provincial,2024,3,172,621,92,170
2023_q4,,Cystoscopy,,Zone 1,Yarmouth Regional,2023,4,34,117,34,135
12month_rolling,General Surgery,All,"Johnson, Kevin",,,,,24,53,27,55
2024_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2024,3,70,480,80,140
12month_rolling,Urology,All,"Asim, Hammad",,,,,29,144,36,169
12month_rolling,Ophthalmology,Glaucoma (Eye Pressure Lowering Surgery),"Gao, Jennifer",,,,,,,36,85
2023_q2,,Prostatectomy,,Zone 4,QE2,2023,2,27,55,129,191
2023_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 2,Colchester East Hants Health Centre,2023,3,98,546,96,240
2024_q2,,Bone / Cartilage Graft,,Total,Provincial,2024,2,153,328,211,363
2024_q3,,Hernia Repair - Umbilical,,Zone 1,South Shore Regional,2024,3,53,89,62,198
3month_rolling,,Male Circumcision  (Pediatric),,Zone 3,Cape Breton Regional,2024,3,,,7,8
2024_q3,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2024,3,29,59,110,285
12month_rolling,General Surgery,Bowel Resection - Open,"Roach, Eileen",,,,,27,38,53,76
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Clark, F Donald",,,,,60,96,68,87
2023_q1,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2023,1,9,23,17,26
12month_rolling,General Surgery,All,"Sahi, Chakshu",,,,,26,458,32,109
2023_q2,,Knee Replacement,,Zone 3,Cape Breton Regional,2023,2,124,291,96,415
2023_q3,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2023,3,19,113,94,219
2023_q1,,Surgery for Hearing or Balance Problems of the Ear,,Zone 3,St. Martha's Regional,2023,1,,,54,117
12month_rolling,Ophthalmology,Cataract Surgery,"George, Stanley",,,,,42,78,47,143
2023_q4,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2023,4,,,25,60
12month_rolling,Obstetrics/Gynaecology,All,"Azer, Nermine",,,,,49,125,74,344
12month_rolling,Cardiac Surgery,Cardiac Valve Replacement,"Horne, David",,,,,,,41,97
12month_rolling,Otolaryngology (ENT),Functional Endoscopic Sinus Surgery (FESS),"Wasl, Hisham Ali",,,,,28,56,231,502
2024_q1,,Septoplasty,,Zone 4,Hants Community Hospital,2024,1,63,294,52,191
2024_q3,,Male Circumcision  (Pediatric),,IWK,IWK,2024,3,,,212,899
12month_rolling,Neurosurgery,Brain Surgery  (Pediatric),"McNeely, P Daniel",,,,,,,56,142
12month_rolling,Neurosurgery,Brain Surgery  (Adult),"Pickett, Gwynedd",,,,,86,265,87,248
2022_q4,,Tendon / Ligament Repair,,Zone 4,QE2,2022,4,123,260,204,403
12month_rolling,General Surgery,Bowel Resection - Open,"Butler, Clay K",,,,,14,14,19,88
2024_q1,,Ear Tubes  (Pediatric),,IWK,IWK,2024,1,98,291,103,218
12month_rolling,,Bone / Cartilage Graft,,Zone 3,Glace Bay,2024,3,313,330,261,325
12month_rolling,Obstetrics/Gynaecology,Pelvic Floor Repair,"Clague, Nicholas Paul",,,,,171,421,110,231
2024_q3,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2024,3,,,50,83
2022_q4,,Head and Neck Surgery,,Zone 4,Dartmouth General,2022,4,97,243,226,1372
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Shih, Warren W",,,,,110,229,331,603
2023_q1,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2023,1,25,102,73,299
12month_rolling,General Surgery,All,"Ellsmere, James C",,,,,75,126,252,413
2023_q2,,Shoulder Surgery,,Zone 1,Valley Regional,2023,2,113,706,400,586
2023_q3,,Hip Replacement Revision,,Total,Provincial,2023,3,,,98,276
2024_q1,,Prostate Surgery - Laparoscopic,,Zone 4,QE2,2024,1,24,43,102,242
2023_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,Valley Regional,2023,1,37,77,53,314
12month_rolling,,Hernia Repair - Umbilical,,Zone 3,St. Martha's Regional,2024,3,25,70,274,524
